drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency,PRR_float,label
1808,Bumetanide,5553,Hydroxyzine,10047700,Vomiting,4,110,33,1107,1.21212,0.520244,0.0350877,1.21212,1
1808,Bumetanide,5553,Hydroxyzine,10030963,Oral candidiasis,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10013781,Dry mouth,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10043951,Tongue disorder,2,112,1,1139,20.0,1.2208,0.0175439,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10051792,Infusion related reaction,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10053425,Injection site swelling,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10037660,Pyrexia,4,110,29,1111,1.37931,0.524246,0.0350877,1.37931,1
1808,Bumetanide,5553,Hydroxyzine,10011906,Death,3,111,50,1090,0.6,0.586246,0.0263158,0.6,0
1808,Bumetanide,5553,Hydroxyzine,10003549,Asthenia,9,105,19,1121,4.73684,0.392548,0.0789474,4.73684,1
1808,Bumetanide,5553,Hydroxyzine,10016256,Fatigue,6,108,37,1103,1.62162,0.429004,0.0526316,1.62162,1
1808,Bumetanide,5553,Hydroxyzine,10025482,Malaise,3,111,28,1112,1.07143,0.599499,0.0263158,1.07143,1
1808,Bumetanide,5553,Hydroxyzine,10008531,Chills,4,110,10,1130,4.0,0.583396,0.0350877,4.0,1
1808,Bumetanide,5553,Hydroxyzine,10016322,Feeling abnormal,3,111,14,1126,2.14286,0.62858,0.0263158,2.14286,1
1808,Bumetanide,5553,Hydroxyzine,10016334,Feeling hot,1,113,8,1132,1.25,1.0561,0.00877193,1.25,1
1808,Bumetanide,5553,Hydroxyzine,10017577,Gait disturbance,1,113,12,1128,0.833333,1.03619,0.00877193,0.833333,0
1808,Bumetanide,5553,Hydroxyzine,10010264,Condition aggravated,2,112,4,1136,5.0,0.860436,0.0175439,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10061818,Disease progression,1,113,6,1134,1.66667,1.07565,0.00877193,1.66667,1
1808,Bumetanide,5553,Hydroxyzine,10016825,Flushing,1,113,14,1126,0.714286,1.03043,0.00877193,0.714286,0
1808,Bumetanide,5553,Hydroxyzine,10060800,Hot flush,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10020642,Hyperhidrosis,1,113,16,1124,0.625,1.02609,0.00877193,0.625,0
1808,Bumetanide,5553,Hydroxyzine,10061520,Ill-defined disorder,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10024770,Local swelling,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10029410,Night sweats,2,112,1,1139,20.0,1.2208,0.0175439,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10048919,Performance status decreased,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10042674,Swelling,1,113,7,1133,1.42857,1.06452,0.00877193,1.42857,1
1808,Bumetanide,5553,Hydroxyzine,10048669,Terminal state,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10062355,Unevaluable event,1,113,10,1130,1.0,1.0442,0.00877193,1.0,0
1808,Bumetanide,5553,Hydroxyzine,10061218,Inflammation,2,112,4,1136,5.0,0.860436,0.0175439,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10016029,Face oedema,3,111,1,1139,30.0,1.15051,0.0263158,30.0,1
1808,Bumetanide,5553,Hydroxyzine,10030095,Oedema,3,111,5,1135,6.0,0.72366,0.0263158,6.0,1
1808,Bumetanide,5553,Hydroxyzine,10013082,Discomfort,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10033371,Pain,8,106,34,1106,2.35294,0.380477,0.0701754,2.35294,1
1808,Bumetanide,5553,Hydroxyzine,10043224,Tenderness,2,112,1,1139,20.0,1.2208,0.0175439,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10013710,Drug interaction,3,111,14,1126,2.14286,0.62858,0.0263158,2.14286,1
1808,Bumetanide,5553,Hydroxyzine,10061623,Adverse drug reaction,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10013709,Drug ineffective,5,109,57,1083,0.877193,0.455955,0.0438596,0.877193,0
1808,Bumetanide,5553,Hydroxyzine,10063670,No therapeutic response,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10013754,Drug withdrawal syndrome,2,112,6,1134,3.33333,0.810566,0.0175439,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10048010,Withdrawal syndrome,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10008629,Cholelithiasis,2,112,4,1136,5.0,0.860436,0.0175439,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10017626,Gallbladder disorder,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10019663,Hepatic failure,3,111,1,1139,30.0,1.15051,0.0263158,30.0,1
1808,Bumetanide,5553,Hydroxyzine,10019641,Hepatic cirrhosis,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10019842,Hepatomegaly,2,112,1,1139,20.0,1.2208,0.0175439,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10050904,Cytolytic hepatitis,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10003553,Asthma,2,112,5,1135,4.0,0.830874,0.0175439,4.0,1
1808,Bumetanide,5553,Hydroxyzine,10020751,Hypersensitivity,2,112,12,1128,1.66667,0.757419,0.0175439,1.66667,1
1808,Bumetanide,5553,Hydroxyzine,10013700,Drug hypersensitivity,2,112,5,1135,4.0,0.830874,0.0175439,4.0,1
1808,Bumetanide,5553,Hydroxyzine,10057970,Toxic skin eruption,3,111,2,1138,15.0,0.90757,0.0263158,15.0,1
1808,Bumetanide,5553,Hydroxyzine,10002424,Angioedema,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10046735,Urticaria,1,113,10,1130,1.0,1.0442,0.00877193,1.0,0
1808,Bumetanide,5553,Hydroxyzine,10007882,Cellulitis,2,112,2,1138,10.0,0.995164,0.0175439,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10058080,Staphylococcal infection,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10056430,Staphylococcal sepsis,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10066409,Staphylococcal skin infection,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10021789,Infection,2,112,4,1136,5.0,0.860436,0.0175439,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10006451,Bronchitis,2,112,7,1133,2.85714,0.795744,0.0175439,2.85714,1
1808,Bumetanide,5553,Hydroxyzine,10061229,Lung infection,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10035664,Pneumonia,6,108,14,1126,4.28571,0.47796,0.0526316,4.28571,1
1808,Bumetanide,5553,Hydroxyzine,10040047,Sepsis,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10040070,Septic shock,1,113,6,1134,1.66667,1.07565,0.00877193,1.66667,1
1808,Bumetanide,5553,Hydroxyzine,10037888,Rash pustular,2,112,1,1139,20.0,1.2208,0.0175439,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10040753,Sinusitis,2,112,7,1133,2.85714,0.795744,0.0175439,2.85714,1
1808,Bumetanide,5553,Hydroxyzine,10046306,Upper respiratory tract infection,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10011781,Cystitis,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10046571,Urinary tract infection,3,111,10,1130,3.0,0.65091,0.0263158,3.0,1
1808,Bumetanide,5553,Hydroxyzine,10019948,Herpes simplex,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10019973,Herpes virus infection,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10019974,Herpes zoster,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10060820,Joint injury,2,112,3,1137,6.66667,0.90757,0.0175439,6.66667,1
1808,Bumetanide,5553,Hydroxyzine,10039227,Rotator cuff syndrome,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10048799,Acute generalised exanthematous pustulosis,2,112,2,1138,10.0,0.995164,0.0175439,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10013746,Drug toxicity,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10049193,Drug exposure during pregnancy,5,109,5,1135,10.0,0.624781,0.0438596,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10042361,Subdural haematoma,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10016173,Fall,4,110,18,1122,2.22222,0.543973,0.0350877,2.22222,1
1808,Bumetanide,5553,Hydroxyzine,10022116,Injury,2,112,13,1127,1.53846,0.753176,0.0175439,1.53846,1
1808,Bumetanide,5553,Hydroxyzine,10039203,Road traffic accident,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10019196,Head injury,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10058818,Skin laceration,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10064294,Drug dose omission,1,113,10,1130,1.0,1.0442,0.00877193,1.0,0
1808,Bumetanide,5553,Hydroxyzine,10064355,Incorrect dose administered,3,111,6,1134,5.0,0.700251,0.0263158,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10064304,Incorrect route of drug administration,2,112,4,1136,5.0,0.860436,0.0175439,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10027091,Medication error,1,113,6,1134,1.66667,1.07565,0.00877193,1.66667,1
1808,Bumetanide,5553,Hydroxyzine,10033295,Overdose,2,112,11,1129,1.81818,0.762404,0.0175439,1.81818,1
1808,Bumetanide,5553,Hydroxyzine,10021576,Inadequate analgesia,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10063829,Device malfunction,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10050528,Ejection fraction decreased,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10019301,Heart rate decreased,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10019303,Heart rate increased,3,111,7,1133,4.28571,0.683038,0.0263158,4.28571,1
1808,Bumetanide,5553,Hydroxyzine,10005734,Blood pressure decreased,1,113,6,1134,1.66667,1.07565,0.00877193,1.66667,1
1808,Bumetanide,5553,Hydroxyzine,10005750,Blood pressure increased,2,112,8,1132,2.5,0.784443,0.0175439,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10059570,Blood alkaline phosphatase increased,2,112,3,1137,6.66667,0.90757,0.0175439,6.66667,1
1808,Bumetanide,5553,Hydroxyzine,10005630,Blood lactate dehydrogenase increased,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10022595,International normalised ratio increased,6,108,6,1134,10.0,0.568933,0.0526316,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10037063,Prothrombin time prolonged,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10035528,Platelet count decreased,2,112,10,1130,2.0,0.768343,0.0175439,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10018838,Haematocrit decreased,2,112,1,1139,20.0,1.2208,0.0175439,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10018884,Haemoglobin decreased,2,112,6,1134,3.33333,0.810566,0.0175439,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10047943,White blood cell count increased,2,112,3,1137,6.66667,0.90757,0.0175439,6.66667,1
1808,Bumetanide,5553,Hydroxyzine,10001551,Alanine aminotransferase increased,2,112,5,1135,4.0,0.830874,0.0175439,4.0,1
1808,Bumetanide,5553,Hydroxyzine,10003481,Aspartate aminotransferase increased,2,112,4,1136,5.0,0.860436,0.0175439,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10023547,Laboratory test abnormal,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10005425,Blood cholesterol increased,2,112,5,1135,4.0,0.830874,0.0175439,4.0,1
1808,Bumetanide,5553,Hydroxyzine,10005839,Blood triglycerides increased,2,112,3,1137,6.66667,0.90757,0.0175439,6.66667,1
1808,Bumetanide,5553,Hydroxyzine,10033318,Oxygen saturation decreased,3,111,3,1137,10.0,0.810566,0.0263158,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10005555,Blood glucose decreased,2,112,6,1134,3.33333,0.810566,0.0175439,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10005557,Blood glucose increased,4,110,7,1133,5.71429,0.619038,0.0350877,5.71429,1
1808,Bumetanide,5553,Hydroxyzine,10064780,Breath sounds abnormal,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10047895,Weight decreased,9,105,14,1126,6.42857,0.415801,0.0789474,6.42857,1
1808,Bumetanide,5553,Hydroxyzine,10047899,Weight increased,4,110,15,1125,2.66667,0.554092,0.0350877,2.66667,1
1808,Bumetanide,5553,Hydroxyzine,10006825,C-reactive protein increased,2,112,2,1138,10.0,0.995164,0.0175439,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10005483,Blood creatinine increased,6,108,4,1136,15.0,0.637979,0.0526316,15.0,1
1808,Bumetanide,5553,Hydroxyzine,10059895,Urine output decreased,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10008499,Chest X-ray abnormal,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10005724,Blood potassium decreased,4,110,3,1137,13.3333,0.757419,0.0350877,13.3333,1
1808,Bumetanide,5553,Hydroxyzine,10005725,Blood potassium increased,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10005802,Blood sodium decreased,2,112,2,1138,10.0,0.995164,0.0175439,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10038695,Respiratory failure,5,109,9,1131,5.55556,0.549056,0.0438596,5.55556,1
1808,Bumetanide,5553,Hydroxyzine,10061428,Decreased appetite,4,110,4,1136,10.0,0.700251,0.0350877,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10049088,Osteopenia,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10020947,Hypocalcaemia,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10020646,Hyperkalaemia,3,111,1,1139,30.0,1.15051,0.0263158,30.0,1
1808,Bumetanide,5553,Hydroxyzine,10021015,Hypokalaemia,4,110,4,1136,10.0,0.700251,0.0350877,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10021036,Hyponatraemia,4,110,2,1138,20.0,0.860436,0.0350877,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10012174,Dehydration,4,110,9,1131,4.44444,0.592842,0.0350877,4.44444,1
1808,Bumetanide,5553,Hydroxyzine,10016807,Fluid retention,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10020603,Hypercholesterolaemia,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10062060,Hyperlipidaemia,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10031264,Osteonecrosis,2,112,6,1134,3.33333,0.810566,0.0175439,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10006002,Bone pain,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10003285,Arthropathy,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10043220,Temporomandibular joint syndrome,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10003239,Arthralgia,3,111,21,1119,1.42857,0.609347,0.0263158,1.42857,1
1808,Bumetanide,5553,Hydroxyzine,10031161,Osteoarthritis,4,110,4,1136,10.0,0.700251,0.0350877,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10041591,Spinal osteoarthritis,2,112,2,1138,10.0,0.995164,0.0175439,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10048439,Fibromyalgia,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10028411,Myalgia,3,111,8,1132,3.75,0.669839,0.0263158,3.75,1
1808,Bumetanide,5553,Hydroxyzine,10028334,Muscle spasms,3,111,16,1124,1.875,0.621437,0.0263158,1.875,1
1808,Bumetanide,5553,Hydroxyzine,10028372,Muscular weakness,1,113,6,1134,1.66667,1.07565,0.00877193,1.66667,1
1808,Bumetanide,5553,Hydroxyzine,10050296,Intervertebral disc protrusion,4,110,2,1138,20.0,0.860436,0.0350877,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10039674,Sciatica,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10003988,Back pain,4,110,19,1121,2.10526,0.541279,0.0350877,2.10526,1
1808,Bumetanide,5553,Hydroxyzine,10050819,Musculoskeletal chest pain,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10028391,Musculoskeletal pain,3,111,4,1136,7.5,0.757419,0.0263158,7.5,1
1808,Bumetanide,5553,Hydroxyzine,10028836,Neck pain,3,111,8,1132,3.75,0.669839,0.0263158,3.75,1
1808,Bumetanide,5553,Hydroxyzine,10033425,Pain in extremity,2,112,14,1126,1.42857,0.749519,0.0175439,1.42857,1
1808,Bumetanide,5553,Hydroxyzine,10006811,Bursitis,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10028294,Muscle cramp,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10014581,Encephalitis,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10008111,Cerebral haemorrhage,2,112,4,1136,5.0,0.860436,0.0175439,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10008118,Cerebral infarction,2,112,3,1137,6.66667,0.90757,0.0175439,6.66667,1
1808,Bumetanide,5553,Hydroxyzine,10008190,Cerebrovascular accident,1,113,20,1120,0.5,1.01998,0.00877193,0.5,0
1808,Bumetanide,5553,Hydroxyzine,10018985,Haemorrhage intracranial,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10014625,Encephalopathy,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10019211,Headache,6,108,27,1113,2.22222,0.440516,0.0526316,2.22222,1
1808,Bumetanide,5553,Hydroxyzine,10048962,Brain oedema,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10027175,Memory impairment,2,112,9,1131,2.22222,0.77554,0.0175439,2.22222,1
1808,Bumetanide,5553,Hydroxyzine,10001540,Akathisia,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10013916,Dyskinesia,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10015832,Extrapyramidal disorder,1,113,6,1134,1.66667,1.07565,0.00877193,1.66667,1
1808,Bumetanide,5553,Hydroxyzine,10043118,Tardive dyskinesia,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10013983,Dystonia,1,113,5,1135,2.0,1.09103,0.00877193,2.0,1
1808,Bumetanide,5553,Hydroxyzine,10061536,Parkinson's disease,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10044565,Tremor,2,112,16,1124,1.25,0.743539,0.0175439,1.25,1
1808,Bumetanide,5553,Hydroxyzine,10010071,Coma,2,112,1,1139,20.0,1.2208,0.0175439,20.0,1
1808,Bumetanide,5553,Hydroxyzine,10002948,Aphasia,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10010305,Confusional state,5,109,6,1134,8.33333,0.597509,0.0438596,8.33333,1
1808,Bumetanide,5553,Hydroxyzine,10024855,Loss of consciousness,1,113,12,1128,0.833333,1.03619,0.00877193,0.833333,0
1808,Bumetanide,5553,Hydroxyzine,10039897,Sedation,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10041349,Somnolence,6,108,15,1125,4.0,0.472953,0.0526316,4.0,1
1808,Bumetanide,5553,Hydroxyzine,10001497,Agitation,3,111,5,1135,6.0,0.72366,0.0263158,6.0,1
1808,Bumetanide,5553,Hydroxyzine,10013395,Disorientation,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10045555,Unresponsive to stimuli,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10006784,Burning sensation,1,113,8,1132,1.25,1.0561,0.00877193,1.25,1
1808,Bumetanide,5553,Hydroxyzine,10017062,Formication,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10033775,Paraesthesia,3,111,12,1128,2.5,0.637979,0.0263158,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10020937,Hypoaesthesia,3,111,10,1130,3.0,0.65091,0.0263158,3.0,1
1808,Bumetanide,5553,Hydroxyzine,10013887,Dysarthria,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10013952,Dysphonia,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10046543,Urinary incontinence,3,111,1,1139,30.0,1.15051,0.0263158,30.0,1
1808,Bumetanide,5553,Hydroxyzine,10022437,Insomnia,4,110,13,1127,3.07692,0.563271,0.0350877,3.07692,1
1808,Bumetanide,5553,Hydroxyzine,10040979,Sleep apnoea syndrome,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10037779,Radiculopathy,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10030289,Oligohydramnios,5,109,1,1139,50.0,1.09103,0.0438596,50.0,1
1808,Bumetanide,5553,Hydroxyzine,10035138,Placental insufficiency,4,110,1,1139,40.0,1.11371,0.0350877,40.0,1
1808,Bumetanide,5553,Hydroxyzine,10036556,Pregnancy,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10002855,Anxiety,8,106,23,1117,3.47826,0.398534,0.0701754,3.47826,1
1808,Bumetanide,5553,Hydroxyzine,10029216,Nervousness,3,111,1,1139,30.0,1.15051,0.0263158,30.0,1
1808,Bumetanide,5553,Hydroxyzine,10033664,Panic attack,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10012218,Delirium,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10012378,Depression,4,110,31,1109,1.29032,0.52212,0.0350877,1.29032,1
1808,Bumetanide,5553,Hydroxyzine,10002511,Anhedonia,3,111,5,1135,6.0,0.72366,0.0263158,6.0,1
1808,Bumetanide,5553,Hydroxyzine,10012374,Depressed mood,1,113,2,1138,5.0,1.2208,0.00877193,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10014551,Emotional disorder,2,112,2,1138,10.0,0.995164,0.0175439,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10049119,Emotional distress,3,111,3,1137,10.0,0.810566,0.0263158,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10027951,Mood swings,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10041243,Social avoidant behaviour,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10061284,Mental disorder,1,113,4,1136,2.5,1.11371,0.00877193,2.5,1
1808,Bumetanide,5553,Hydroxyzine,10048294,Mental status changes,3,111,5,1135,6.0,0.72366,0.0263158,6.0,1
1808,Bumetanide,5553,Hydroxyzine,10013654,Drug abuse,2,112,2,1138,10.0,0.995164,0.0175439,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10013663,Drug dependence,6,108,4,1136,15.0,0.637979,0.0526316,15.0,1
1808,Bumetanide,5553,Hydroxyzine,10042458,Suicidal ideation,1,113,9,1131,1.11111,1.04951,0.00877193,1.11111,1
1808,Bumetanide,5553,Hydroxyzine,10038428,Renal disorder,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10038435,Renal failure,9,105,15,1125,6.0,0.410035,0.0789474,6.0,1
1808,Bumetanide,5553,Hydroxyzine,10038436,Renal failure acute,7,107,14,1126,5.0,0.452368,0.0614035,5.0,1
1808,Bumetanide,5553,Hydroxyzine,10038444,Renal failure chronic,3,111,2,1138,15.0,0.90757,0.0263158,15.0,1
1808,Bumetanide,5553,Hydroxyzine,10062237,Renal impairment,1,113,3,1137,3.33333,1.15051,0.00877193,3.33333,1
1808,Bumetanide,5553,Hydroxyzine,10003885,Azotaemia,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10038540,Renal tubular necrosis,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10013990,Dysuria,3,111,4,1136,7.5,0.757419,0.0263158,7.5,1
1808,Bumetanide,5553,Hydroxyzine,10006298,Breast pain,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10051482,Prostatomegaly,1,113,1,1139,10.0,1.4108,0.00877193,10.0,1
1808,Bumetanide,5553,Hydroxyzine,10009033,Chronic obstructive pulmonary disease,3,111,2,1138,15.0,0.90757,0.0263158,15.0,1
